72 6115225.53 450613.75 1577.63
79 6113927.77 452866.50 1549.72
80 6115232.60 452120.10 1560.70
89 6113928.49 451365.00 1562.39
90 6112628.41 450616.32 1561.60
91 6112628.45 452115.97 1549.18
101 6091837.98 468619.84 1403.75
102 6089249.42 468626.01 1401.54
103 6091856.57 467127.23 1406.90
104 6093214.94 467823.99 1407.66
105 6089277.69 470118.65 1399.31
106 6087951.98 472369.04 1392.13
107 6093146.75 472375.73 1398.97
108 6093151.45 466375.60 1410.49
109 6094504.11 467059.18 1410.17
110 6093151.03 469383.96 1402.46
111 6087954.07 473873.11 1391.91
112 6090552.42 472374.78 1397.27
113 6089249.41 473121.07 1395.26
114 6094457.90 471631.53 1402.44
115 6089247.38 458133.50 1420.59
116 6094439.11 470137.54 1403.79
117 6093153.86 470874.13 1402.11
118 6094442.28 468630.63 1407.50
119 6091851.80 471630.60 1399.13
121 6082782.80 467880.07 1393.57
122 6091858.50 473126.25 1396.79
123 6089194.49 456646.38 1422.01
124 6087948.71 457370.82 1418.23
125 6081469.21 464121.84 1395.66
126 6090565.77 457321.93 1425.59
127 6091843.62 458124.53 1427.50
128 6084047.04 464130.62 1399.23
129 6091870.30 456638.35 1430.40
130 6093133.56 457329.46 1432.94
131 6090554.52 467872.25 1404.25
132 6086651.72 473126.99 1391.03
133 6086649.14 471627.25 1393.13
134 6089329.68 471589.85 1395.34
135 6086647.51 470127.05 1395.50
137 6084045.01 477625.37 1383.78
138 6090545.78 469374.93 1401.51
139 6091848.95 470130.35 1401.03
140 6090546.52 470890.71 1399.73
141 6093144.84 478375.27 1390.19
142 6087951.94 470879.25 1395.84
143 6086648.68 468629.07 1397.84
144 6087950.52 469379.74 1398.26
145 6085352.01 469379.56 1394.86
146 6085347.68 470879.45 1392.87
147 6085352.81 472376.20 1390.78
148 6086643.18 467128.44 1399.77
149 6085350.17 467875.58 1396.61
150 6087952.03 467875.75 1400.64
151 6089231.77 467117.55 1404.76
152 6086674.85 462599.09 1404.82
153 6085344.43 463389.61 1401.65
154 6085335.61 464872.08 1400.10
155 6086658.75 464112.86 1403.08
156 6089264.51 465642.87 1407.32
157 6087950.55 464897.51 1404.24
158 6087944.83 466373.00 1403.10
159 6090544.77 460363.51 1417.31
160 6089254.03 461127.06 1413.98
161 6090547.68 461866.14 1415.70
162 6090533.48 463455.42 1411.51
163 6087950.63 461878.50 1408.73
164 6089235.89 462595.03 1405.60
165 6087935.28 463397.90 1405.82
166 6089235.41 464110.14 1407.70
167 6084048.56 467124.80 1394.84
168 6084043.69 465657.49 1397.34
169 6085347.96 466375.57 1398.44
170 6086636.45 465611.56 1401.24
171 6091847.02 465642.02 1409.69
172 6090547.41 464875.23 1409.38
173 6090521.43 466377.17 1407.97
174 6091790.51 464075.37 1414.22
175 6094396.68 462684.55 1420.62
176 6093143.83 463313.04 1418.24
177 6093183.51 461876.02 1421.22
178 6091795.01 462547.84 1417.14
179 6093194.90 464861.17 1414.36
180 6087901.50 458849.45 1414.41
181 6089238.62 459633.98 1417.68
182 6087964.10 460403.16 1411.78
183 6094364.96 464154.84 1418.07
184 6090530.54 458779.49 1423.52
185 6090549.71 470881.20 1399.12
186 6091846.18 470119.60 1401.29
187 6093129.79 458854.99 1431.57
188 6093079.77 460413.14 1424.20
189 6091882.55 461185.04 1419.37
190 6091852.12 459625.70 1424.02
191 6084054.23 470125.87 1391.97
192 6084053.92 468575.67 1393.50
193 6082744.73 469469.02 1390.87
194 6084055.39 471627.61 1390.81
195 6082760.82 472376.60 1388.67
196 6082759.52 466372.11 1395.29
197 6082758.34 464875.15 1396.21
198 6082748.73 470870.79 1390.59
199 6081502.46 467131.79 1391.56
200 6081461.94 470125.90 1387.82
201 6081493.30 468608.78 1391.05
202 6081467.00 471625.66 1386.14
203 6095749.81 469375.88 1407.58
204 6095743.53 470876.13 1403.17
205 6095746.02 467869.94 1410.74
206 6097035.37 470126.17 1404.79
207 6089251.81 476121.09 1391.62
208 6086642.32 479126.58 1384.29
209 6093144.72 473876.47 1395.99
211 6094446.17 474626.53 1395.84
212 6094444.46 473124.79 1398.46
213 6097037.40 471627.57 1400.91
214 6093145.90 475375.20 1396.19
215 6095743.76 472378.81 1400.84
216 6097035.08 473125.91 1403.03
217 6095739.77 473880.34 1398.17
218 6091846.50 474626.29 1394.63
219 6086647.24 474639.87 1389.46
220 6087945.51 475376.57 1390.10
221 6087952.54 478382.17 1386.28
222 6084046.93 473129.35 1388.36
223 6089247.56 474626.73 1392.04
224 6084046.53 474625.27 1387.19
225 6086645.03 476127.44 1389.31
226 6090545.43 475373.77 1391.84
227 6086643.80 477627.19 1386.59
228 6081457.31 477615.81 1383.20
229 6090555.05 473875.97 1395.05
230 6090544.73 479875.06 1384.59
231 6085347.71 475376.69 1387.71
232 6085347.98 473876.31 1389.63
233 6087946.52 476874.71 1388.72
234 6090547.73 476873.47 1390.25
235 6091858.38 476124.12 1392.96
236 6087947.42 479876.74 1385.20
237 6089240.51 477626.35 1388.86
238 6091849.50 477623.08 1390.19
239 6089246.05 479126.54 1385.07
240 6090544.07 478377.00 1388.08
241 6084052.70 476124.31 1385.60
242 6085375.99 478387.73 1383.55
243 6085355.89 476874.70 1385.92
244 6094442.72 476126.65 1393.27
245 6082762.41 476876.73 1384.92
246 6082755.83 475374.58 1384.81
247 6091842.86 479125.88 1387.48
248 6093146.00 476879.43 1399.50
249 6082751.69 478374.13 1383.83
250 6084042.93 482125.11 1379.69
251 6095740.22 478374.57 1391.72
252 6094439.40 479125.83 1390.15
253 6097029.27 476121.81 1400.37
254 6097013.14 477618.86 1393.80
255 6084044.65 480624.67 1381.45
256 6085343.00 479875.36 1384.20
257 6084046.85 479129.88 1383.42
258 6097035.84 474624.57 1403.26
259 6095748.86 475375.49 1395.68
260 6094444.59 477625.39 1391.47
261 6095739.07 476870.72 1394.13
262 6085344.08 481375.12 1380.98
263 6086647.54 480627.10 1382.94
264 6082757.28 482874.04 1380.13
265 6082752.25 481375.80 1381.91
266 6080153.45 476877.27 1383.89
267 6082755.48 479875.81 1381.97
268 6081459.02 483623.57 1381.20
269 6081457.09 479123.62 1381.44
270 6081447.54 480603.93 1380.29
271 6081505.35 482112.81 1378.96
272 6080155.48 478375.01 1380.94
273 6080154.60 475375.97 1383.50
274 6081456.94 474625.31 1384.70
275 6081459.78 476127.18 1384.76
276 6078851.83 477624.94 1381.52
277 6080153.92 479877.00 1380.41
278 6080154.73 481374.91 1379.95
279 6078860.55 479124.31 1381.27
280 6077555.74 475374.75 1381.11
281 6078859.06 476123.18 1381.46
282 6077493.28 473855.45 1381.79
283 6080157.70 472378.25 1385.85
284 6078857.14 474623.56 1381.66
285 6080153.95 482873.37 1377.34
286 6078854.87 482124.62 1377.36
287 6078843.47 480620.18 1379.07
288 6077555.35 478374.08 1379.66
289 6077553.64 479870.03 1377.35
291 6077564.33 476876.53 1380.08
292 6078856.06 473124.86 1383.37
293 6073656.75 473124.99 1377.82
294 6073657.35 471628.58 1381.37
295 6081448.31 473128.35 1386.00
296 6077553.13 470874.35 1384.30
297 6077554.74 472374.10 1383.08
298 6077548.30 481387.69 1376.40
299 6078861.30 471624.67 1383.63
300 6073661.56 465622.78 1386.54
301 6074956.85 472375.49 1379.81
302 6073655.77 470127.59 1380.70
303 6074956.86 470874.88 1381.65
304 6080135.35 470923.82 1387.11
305 6080148.38 469374.42 1388.55
306 6078844.04 467120.42 1390.50
307 6078858.05 468627.12 1387.55
308 6080162.52 466374.56 1391.81
309 6072360.60 478377.56 1375.38
310 6080160.16 467878.75 1389.40
311 6077551.67 469375.05 1385.55
312 6078845.82 470112.46 1386.89
313 6076256.23 468623.83 1387.12
314 6074960.77 473873.23 1379.12
315 6077557.91 467874.51 1388.10
316 6082754.02 473876.32 1385.47
317 6076232.11 477622.94 1378.64
318 6080162.69 457382.02 1405.14
319 6076257.07 470124.18 1383.01
320 6082753.48 457376.68 1409.12
321 6072355.47 458874.37 1397.40
322 6073656.02 459623.25 1396.96
323 6080156.31 458874.92 1402.23
324 6076247.34 471624.12 1384.30
325 6072369.20 467895.60 1381.73
326 6076258.88 473122.56 1382.71
327 6073659.14 479125.24 1375.98
328 6076254.34 467124.95 1387.19
329 6073653.74 468621.13 1382.98
330 6073658.76 467124.13 1384.87
331 6072353.92 469373.45 1380.29
332 6078859.69 465625.36 1390.70
333 6078861.42 464126.36 1393.47
334 6074953.84 466374.09 1386.65
336 6072356.99 472375.35 1378.29
337 6072353.17 466375.82 1384.42
338 6081459.94 455108.80 1410.30
339 6074967.21 467875.50 1384.24
340 6074955.39 469375.93 1384.01
341 6077556.51 466374.86 1389.22
342 6077557.28 464875.62 1390.90
343 6076253.25 465624.22 1387.66
344 6077556.91 463375.90 1392.38
345 6072355.81 475374.04 1374.42
346 6074999.42 455859.81 1401.96
347 6074960.43 479874.46 1377.10
348 6074957.31 478376.78 1377.39
349 6073699.56 474648.84 1376.15
350 6072352.48 473873.43 1376.18
351 6073662.72 476126.19 1375.98
352 6076253.98 479115.56 1378.77
353 6072355.49 476875.61 1373.47
354 6080155.27 464879.63 1393.01
355 6073654.68 477624.93 1375.77
356 6081519.15 465552.89 1394.93
357 6076257.56 474622.57 1378.71
358 6074956.20 475374.92 1376.87
359 6074951.50 476875.24 1379.81
360 6074958.59 458873.19 1396.20
361 6074955.96 457373.85 1398.62
362 6076254.33 476124.04 1378.38
363 6082767.95 455885.74 1411.09
364 6076254.43 456623.37 1400.62
365 6081435.53 456605.98 1407.15
366 6080155.82 455873.60 1407.36
367 6076237.71 458103.01 1398.06
368 6076258.09 455116.13 1405.67
369 6081458.58 458123.92 1405.33
370 6077554.66 455878.34 1403.43
371 6077548.54 454372.15 1407.12
372 6084075.49 455139.46 1414.64
373 6082737.86 452874.31 1418.03
374 6078855.60 458125.41 1401.74
375 6077556.37 460375.23 1396.88
376 6077557.78 458875.22 1399.14
377 6084056.82 453619.19 1419.56
378 6073656.29 458124.06 1396.84
379 6073656.52 456623.43 1398.43
380 6095749.34 481374.82 1387.66
381 6095751.24 479864.75 1389.76
382 6097031.27 480626.44 1388.50
383 6073650.90 464129.22 1388.66
384 6073654.34 461127.61 1393.97
385 6073652.00 462624.94 1389.51
386 6072355.43 464874.06 1385.73
387 6072358.04 463374.22 1389.40
388 6081454.63 452122.74 1418.32
389 6081499.88 453617.63 1414.15
390 6078856.39 459623.51 1398.83
392 6097033.18 479120.23 1391.55
393 6082780.00 454373.24 1415.27
394 6078855.31 461126.92 1396.65
395 6080157.14 454335.44 1410.73
396 6081466.61 461122.27 1400.45
397 6084057.52 458115.18 1409.21
398 6080156.01 452877.68 1414.22
399 6078854.88 455125.94 1406.71
400 6084054.92 459628.95 1406.41
401 6078853.96 453626.95 1409.64
402 6077555.30 457375.25 1401.26
403 6080219.39 463337.44 1397.41
404 6084051.42 456638.35 1412.45
405 6080166.67 461876.60 1398.03
406 6085442.09 454406.44 1419.25
407 6086654.17 455130.73 1419.87
408 6078840.46 462616.54 1394.70
409 6086666.87 453626.90 1425.05
410 6081458.40 462624.75 1397.96
411 6094447.15 480626.37 1387.47
412 6080175.70 460369.92 1399.62
413 6093145.72 479877.76 1390.22
414 6082776.19 460364.88 1404.04
415 6082747.90 458899.85 1406.54
416 6081461.01 459638.26 1402.99
417 6085351.82 457378.16 1413.82
418 6093147.11 481376.28 1385.56
419 6076257.09 464125.40 1391.34
420 6094443.62 482127.28 1384.02
421 6087950.36 454376.22 1425.68
422 6076256.82 462625.99 1392.43
423 6087952.26 455875.24 1420.86
424 6086651.30 456628.78 1417.89
425 6077556.97 461876.15 1394.68
426 6087950.14 452876.82 1428.86
427 6074952.04 460374.64 1395.84
429 6076254.07 459625.09 1396.81
431 6074956.40 463376.78 1391.10
432 6076256.59 461126.08 1395.15
433 6074954.86 461874.56 1392.88
434 6074955.06 464874.73 1389.25
435 6085346.64 460377.49 1406.67
436 6084046.06 462629.27 1400.81
437 6085351.07 461877.91 1405.56
438 6082753.38 463372.07 1399.94
440 6072356.27 460376.49 1396.45
441 6072358.22 461878.51 1392.83
447 6085351.87 455877.90 1415.90
448 6084053.96 461128.82 1404.25
449 6086652.36 459630.07 1412.01
450 6091849.15 480625.69 1386.32
